Account,User Name,Page Category,Content,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score (weighted  ?  Likes 1x Comments 1x )
Ditjen Dikti,ditjen.dikti,Official Page,Merdeka Belajar,194586,2020-05-20 02:31:55 EDT,IGTV,2221,44,16084,https://www.instagram.com/tv/CAZlKg_l9da/,https://www.instagram.com/tv/CAZlKg_l9da/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/97520195_880026835831102_5545647380162337996_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=u3LKptaau-IAX90pSDl&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=57bc010b1f5da3ef82af0b63a071770f&oe=60553851,Riset dan Inovasi Sivitas Akademika,"#InsanDikti tahukah kamu?

Tak kurang dari 500 produk inovasi telah diciptakan oleh dosen,  peneliti, dan mahasiswa Indonesia untuk mempercepat penanggulangan pandemic Covid-19. Riset dan alat-alat kesehatan seperti ventilator,  robot ners,  rapid test kit serta alat kesehatan lainnya yang selama ini diimport nyatanya mampu dibuat oleh anak bangsa. Inilah wujud nyata merdeka belajar dan gotong-royong bangsa Indonesia dalam menghadapi pandemi Covid-19 ini.

Mari terus berkarya dan berinovasi demi kemajuan bangsa!

#DitjenDikti
#PendidikanTinggi",,,,2265,2.26
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,125523,2021-01-11 02:43:58 EST,Photo,1511,128,0,https://www.instagram.com/p/CJ5ZFtuFsFs/,https://www.instagram.com/p/CJ5ZFtuFsFs/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/137327305_1393401941019840_6643336960386339303_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=jWyfdGlU11gAX8iegPP&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=2722252e0e9f06796a9899e8b5d25c4d&oe=605547EC,,"Mendikbud @nadiemmakarim mengungkap Prioritas Merdeka Belajar Tahun 2021, di antaranya adalah Sekolah Penggerak & Guru Penggerak. Hal itu diutarakannya pada Taklimat Media Awal Tahun 2021 Kemendikbud.

?Yang terbesar di sini adalah Guru Penggerak. Untuk bisa kita memastikan bahwa masa depan kepala sekolah kita, pengawas kita, dan instruktur-instruktur guru kita itu adalah yang terbaik dengan mutu yang terbaik, dengan motivasi yang paling tulus untuk apa yang terbaik bagi guru dan murid-murid kita,? tutur Nadiem.

?Rekrutmen guru P3K adalah salah satu program terbesar yang akan kita lakukan. Seperti kita sebut kemarin, kita sudah mencukupi kapasitas sampai dengan 1 juta, tapi yang akan diangkat menjadi P3K untuk semua guru honorer itu adalah yang lulus tes,? jelas Mendikbud.

?Bahwa walaupun kapasitasnya 1 juta, kalau yang lulus tes 1 juta, berarti 1 juta yang akan diangkat. Kalau yang lulus tes 100 ribu, berarti 100 ribu yang akan diangkat. Kalau yang lulus tes 200 ribu, 200 ribu yang akan diangkat,? urai @nadiemmakarim. 

?Jadi mohon itu ditekankan agar masyarakat itu mengerti. Tetapi perbedaannya adalah semua bisa mengikuti tes tersebut. Semua guru honorer akan diberikan kesempatan,? ucap Nadiem di Jakarta, Selasa (5/1/2021).

Bagi para guru honorer akan diberikan kesempatan mengikuti ujian sampai 3 kali. Jika peserta ujian gagal pada ujian pertama, meka peserta dapat mengikuti ujian hingga dua kali lagi.

?Kita juga akan menggerakkan Sekolah Penggerak. Dimana perubahan inovasi kurikulum dan transformasi sekolah akan mulai kita lakukan di berbagai macam kabupaten/kota,? kata Mas Menteri. 

?Dan juga organisasi penggerak akan kita mulai tahun ini dengan inovasi-inovasi, inkubator-inkubator dari berbagai macam organisasi masyarakat yang bergerak di dunia pendidikan,? terang Mendikbud Nadiem Makarim. 

@kemdikbud.ri

#MerdekaBelajar #P3K #GuruPenggerak #SekolahPenggerak #OrganisasiPenggerak #Mendikbud #NadiemMakarim #TaklimatMedia #BerpihakpadaAnak #BerpusatpadaMurid  #DitjenGTK #Guru #TenagaKependidikan  #GTK #SahabatGuTendik",A Ayo Pakai Maskero PRIORITAS MERDEKA BELAJAR 2021: SEKOLAH PENGGERAK GURU PENGGERAK PENDIDIKAN GURU PENGGERAK 19.624 Orang SERTIFIKASI GURU DAN TENAGA KEPENDIDIKAN 10.000 Orang REKRUTMEN GURU P3K (termasuk Formasi CPNS tetap ada) 548 Pemda SEKOLAH PENGGERAK & GURU PENGGERAK PENJAMINAN MUTU DAN SEKOLAH PENGGERAK 548 Pemda ORGANISASI PENGGERAK 20 438 Orang Guru HTTP://GTK.KEMDIKBUD.GO.ID GTK_KEMDIKBUD Im DITJEN.GTK.KEMDIKBUD DITJENGTKKEMDIKBUD DITJEN GTK KEMDIKBUD,,,1639,1.97
Ditjen Dikti,ditjen.dikti,Official Page,Merdeka Belajar,208949,2020-07-13 06:00:15 EDT,Album,1516,11,0,https://www.instagram.com/p/CClAAogpgjs/,https://www.instagram.com/p/CClAAogpgjs/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/107259245_115622450018453_8424699946327535808_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=g0Z5VerzWCcAX9ftp42&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=8e25c0ff7620eac8ecbac02409ed9c06&oe=60529659,,"SUKSESKAN MERDEKA BELAJAR!

Hallo #InsanDikti!

Berdasarkan Pasal 3 UU 20 dan UU 12 tahun 2012 mengenai Tujuan Pendidikan Tinggi, Kemendikbud memberikan kebijakan untuk Merdeka Belajar bagi mahasiswa di Perguruan Tinggi se Indonesia. 

Meski demikian, Merdeka Belajar tidak akan berhasil jika semua agen perubahan tidak berpartisipasi.

Sehingga Insan Dikti sebagai mahasiswa, dosen, institusi pendidikan, pelaku usaha, serta agen perubahan lainnya yuk sama-sama mendukung berjalannya Merdeka Belajar ini agar kualitas lulusan Perguruan Tinggi Indonesia semakin baik!

Nah kira-kira bagaimana tanggapan Insan Dikti sebagai agen perubahan dengan adanya kebijakan Merdeka Belajar? Yuk tulis pada kolom komentar dibawah!

#DitjenDikti 
#Kemendikbud 
#PendidikanTinggi
#KampusMerdekaIndonesiaJaya
#DiktiSIGAPMelayani",,,,1527,-1.2
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,90554,2020-09-25 09:40:40 EDT,Photo,1118,56,0,https://www.instagram.com/p/CFj8DzrFwZJ/,https://www.instagram.com/p/CFj8DzrFwZJ/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/120094641_2538158046480563_5271330818708602803_n.jpg?_nc_cat=100&ccb=3&_nc_sid=8ae9d6&_nc_ohc=AVopdUO4gVoAX-Ei1-H&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=afcc9e70ebb2f4f71a10722e1cbe566a&oe=6052668C,,"Peluncuran Program Guru Belajar Seri Masa Pandemiÿ Covid-19.

Kementerian Pendidikan dan Kebudayaan melalui Direktorat Jenderal Guru dan Tenaga Kependidikan akan meluncurkan Program Guru Belajar Seri Masa Pandemi COVID-19.

Program Guru Belajar Seri Masa Pandemi COVID-19 merupakan Program pembelajaran yang dirancang untuk membantu sebanyak mungkin guru dan tenaga kependidikan dalam melakukan pembelajaran jarak jauh sesuai dengan kondisi khusus seperti masa pandemic COVID-19 dengan tetap memberikan pembekalan dasar yang bermakna bagi siswa untuk melakukan merdeka belajar.

Peluncuran ini juga akan disiarkan secara virtual melalui zoom webinar ID : 846 1525 5788 / Password : 123456, dan disiarkan langsung melalui youtube Ditjen GTK Kemdikbud RI, Selasa 29 September 2020, Pukul 08.00 WIB s,d selesai.

Kunjungi lamanÿhttps://gurubelajar.kemdikbud.go.id

#MerdekaBelajar #cerdasberkarakter #BantuanKuotaInternet #BersamaHadapiKorona #BangkitUntukIndonesiaMaju #PendidikanuntukSemua #DitjenGTK #Guru #TenagaKependidikan #SahabatGutendik","GURU BELAJAR Seri Masa andemi Covid-19 DIREKTORAT JENDERAL GURU DAN TENAGA KEPENDIDIKAN PELUNCURAN PROGRAM GURU BELAJAR SERI MASA PANDEMI COVID-19 Lidia Fransiska Kab. Pesisir Selatan Lusiana Matondang Kota KotaBinjai Hadrawi Arni Idawati Kabupaten antaeng Keynote Dr. Iwan Syahril, Ph.D. Dirjen Guru dan enaga Kependidikan SELASA, 29 SEPTEMBER 2020 08.00 WIB LIVE STREAMING YOUTUBE/Ditjen GTK KemdikbudRI ZOOM WEBINAR ID: 846 1525 5788 PASS: 123456 zoom Kunjungi iamanttps:/ubeojor.kemdikbud.gol",,,1174,2.4
Pusdatin Kemendikbud,pustekkom_kemdikbud,Official Page,Merdeka Belajar,126493,2020-09-13 05:39:00 EDT,Album,1013,31,0,https://www.instagram.com/p/CFEm3VEnunm/,https://www.instagram.com/p/CFEm3VEnunm/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/119144485_355671905802755_1878874214621155914_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=L1kqsIUcfE0AX-m_QQ2&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=64547190d1d33c1fd67f70cc25fce0dd&oe=60550F20,,"Rumah Belajar @belajar.kemdikbud berbagi untuk negeri..

Berbagi Inovasi Pembelajaran Berbasis TIK Mewujudkan Merdeka Belajar

Senin s.d Jumat, 14 s.d 18 September 2020

yuk langsung daftar di
https://belajar.kemdikbud.go.id/kuliahumum/ atau tautan cek bio

Kegiatan ini akan dilaksanakan untuk membekali guru-guru calon Duta Rumah Belajar dan masyarakat secara luas terkait wawasan yang berkaitan dengan kemampuan mereka untuk berbagi skill yang mereka miliki melalui tulisan, video, sosial media, video conference, serta membentuk guru-guru untuk memiliki kemampuan berbicara di depan publik.

Narasumber	: 
1.	Nadiem Anwar Makarim, MBA. Menteri Pendidikan dan Kebudayaan Republik Indonesia
2.	Prof. Ainun Na?im, Ph.D. Sekretaris Jendral Kemendikbud
3.	Dr. Iwan Syahril, Ph.D. Direktur Jenderal Guru dan Tenaga Kependidikan Kemendikbud
4. M. Hasan Chabibie, ST., M.Si . Plt. Pusat Data dan Informasi Kemendikbud

Narasumber Pakar:
1.	Materi Public Speaking: Charles Bonar Sirait, S.E., M.M. @charlesbonarsirait
2.	Materi Penulisan: Asma Nadia @asmanadia
3.	Materi Sosial Media: Wicaksono @ndorokakung
4.	Materi Video Conference: Prof. Dr. Ir. R. Eko Indrajit, M.Sc., MBA., Mphil., MA
5.	Materi Motivasi Guru: Butet Manurung @butet_manurung
6.	Master of Ceremony: Dhoni Kusmanhadji (Anchor TVRI) @dhoniku

Moderator
1.	Restyn Yusuf (Guru Duta Rumah Belajar Papua Barat) @reztynyusuf
2.	Tukijo (Guru Duta Rumah Belajar Jawa Tengah) @tukijo17
3.	Dona Yulia Sari (Guru Duta Rumah Belajar Jambi) @yuliasaridona
4.	Deni Rohendi (Guru Duta Rumah Belajar Jawa Barat) @deni_physics_rohendi
5.	Muhammad Ariefin (Guru Duta Rumah Belajar Jawa Barat) @muhariefin
.
Swipe ?????? untuk melihat jadwal ??
.
#pusdatinkemdikbud #kemdikbud_ri #MerdekaBelajar #GuruBerbagi #pembatik #gurupenggerak #pembatiklevel1 #pembatiklevel2 #pembatiklevel3 #pembatiklevel4 #dutarumahbelajar #belajardarirumah  #rumahbelajar",,,,1044,2.84
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,123653,2021-01-06 05:05:41 EST,Photo,843,79,0,https://www.instagram.com/p/CJsxVWCl3ni/,https://www.instagram.com/p/CJsxVWCl3ni/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/135731796_230426468574928_1079188395251009010_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=rY-fCbeqdCsAX_2HQgy&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=0c3b94a1f8b9d2eba00cf13c574f2bf8&oe=605496B5,,"@dirjen_gtk Iwan Syahril menyampaikan capaian program prioritas Merdeka Belajar 2020 Program Guru dan Tenaga Kependidikan padaTaklimat Media Awal Tahun 2021 Kemendikbud.

Iwan membuka bidak kata dengan mengapresiasi Sahabat Guru dan Tenaga Kependidikan ya",CAPAIAN PROGRAM PRIORITAS MERDEKA BELAJAR 2020 GURU DAN KEPSEK YANG MENDAPATKAN PENINGKATAN KOMPETENSI GURU YANG DINIL AI KOMPETENSINYA RATA-RATA RATA NILAI KOMPETENSI GURU DAN TENDIK Sasaran Orang Target 39.555 Realisasi 40.241 A Sasaran Orang Target 9.619 Realisasi 9.619 GURU YANG MENGIKUTI SERTIFIKASI GURU PENATAAN GURU DAN TENAGA KEPENDIDIKAN Sasaran :Orang Target 33.873 Realisasi 33.873 Sasaran Provinsi Target 34 Realisasi 34 HTTP://CTK.KEMDIKBUD.GO.ID GTK_KEMDIKBUD Im DITJEN.GTK.KEMDIKBUD DITJENGTKKEMDIKBUD DITJENGTK Ayo Pakal Maskero DITJEN GTK KEMDIKBUD,,,922,1.15
Pusdatin Kemendikbud,pustekkom_kemdikbud,Official Page,Merdeka Belajar,152339,2020-12-05 06:13:45 EST,Album,901,7,0,https://www.instagram.com/p/CIafr0vnWDb/,https://www.instagram.com/p/CIafr0vnWDb/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/129740303_868536730593060_6997202010459401348_n.jpg?_nc_cat=106&ccb=3&_nc_sid=8ae9d6&_nc_ohc=6tc864St-qQAX9phaeX&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e8aba02c1245c0d31c6acdb5dddd63cc&oe=60540BBB,,"Sambutan Mendikbud Nadiem Anwar Makariem pada ANUGERAH KIHAJAR 2020, yang diselenggarakan pada hari Jumat 04 Desember 2020.

Apresiasi diberikan setinggi tingginya kepada Bapak dan Ibu serta siswa partisipasinya dalam program yg di inisiasi oleh Pusdatin Kemendikbud sejak tahun 2006.

Antusiasme dari berbagai pihak dalam implementasi pembelajaran TIK ini mencerminkan semangat ""Merdeka Belajar"" yang sejati.

Apresiasi saya sampaikan kepada Balai Tekkom, Dinas Pendidikan Kabupaten/Kota dan Provinsi serta Kepala Daerah yang telah berkomitmen mendukung rangkaian kegiatan Generasi Kihajar, MembaTIK dan Pembatik di tahun 2020.

GEN KIHAJAR, Generasinya
DUTA RUMAH BELAJAR, Gurunya
BAHAN AJAR TIK, Medianya
MERDEKA BELAJARnya

#Anugerahkihajar2020 #tvedukasi #rumahbelajar #suaraedukasi #pusdatinkemdikbud #merdekabelajar #kemdikbudRI",,,,908,2.54
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,90554,2020-09-25 06:22:48 EDT,IGTV,779,49,12458,https://www.instagram.com/tv/CFjhhAUF0qo/,https://www.instagram.com/tv/CFjhhAUF0qo/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/120199193_250229689658976_8407276692811665684_n.jpg?_nc_cat=105&ccb=3&_nc_sid=8ae9d6&_nc_ohc=gfduUxJT9SIAX8RkaDE&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=d95649707fb39ccf98ef328c8e19ff3c&oe=605549EE,Program Guru Belajar Seri Masa Pandemi COVID 19,"Guru Belajar Seri Masa Pandemi COVID-19 adalah Program pembelajaran yang dirancang untuk membantu sebanyak mungkin guru dan tenaga kependidikan dalam melakukan pembelajaran jarak jauh yang sesuai dengan kondisi khusus , seperti masa pandemi COVID-19, dengan tetap memberikan pembekalan dasar yang bermakna bagi siswa untuk melakukan merdeka belajar.

Ayo Bergabung dan ajak guru yang lain ya!

Kunjungi laman https://gurubelajar.kemdikbud.go.id

#MerdekaBelajar
#DitjenGTK
#GuruBelajar
#BelajarDariRumah
#BersamaHadapiKorona",GURU BELAJAR Seri Masa Pandemi Covid-19,,,828,2.77
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,92859,2020-10-04 21:37:54 EDT,Photo,789,31,0,https://www.instagram.com/p/CF8ZS0ulENQ/,https://www.instagram.com/p/CF8ZS0ulENQ/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/120793102_1053126605131543_5627035015492501678_n.jpg?_nc_cat=108&ccb=3&_nc_sid=8ae9d6&_nc_ohc=dG_iTrjKN5AAX8KlTkg&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=0af15b01155266b161c61844f23a1c3c&oe=6052F421,,"Halo #SahabatGutendik!

Pembelajaran Jarak Jauh bukan hambatan untuk belajar. Kita masih bisa belajar di mana saja, dan kapan saja. Melalui Program Guru Belajar seri Masa Pandemi COVID-19, diharapkan dapat membantu sebanyak mungkin guru dan tenaga kependidikan dalam melakukan pembelajaran jarak jauh yang sesuai dengan kondisi khusus, seperti masa pandemi COVID-19, dengan tetap memberikan pembekalan dasar yang bermakna bagi siswa untuk melakukan merdeka belajar.

Mari Belajar Daring Mandiri!

Kunjungi laman https://gurubelajar.kemdikbud.go.id

Ajak rekan guru yang lain ya!

#MerdekaBelajar
#DitjenGTK
#GuruBelajar
#BelajarDariRumah
#BersamaHadapiKorona","GURU BELAJAR AJAR MasaPandem Covid-19 DIREKTORAT JENDERAL GURU DAN TENAGA KEPENDIDIKAN PROGRAM GURU BELAJAR SERI MASA PANDEMI COVID- 19 Pastikan Para Guru dan Tenaga Kependidikan Tergabung dalam Program Guru Belajar Seri Masa Pandemi Covid- 19 AYO..BERGABUNG DAN MENJADI BAGIAN TRANSFORMASI GURU DAN TENAGA KEPENDIDIKAN UNTUK PENDIDIKAN INDONESIA. PEMBELAJARAN JARAK JAUH BUKAN HAMBATAN UNTUK BELAJAR DI MANA SAJA DAN KAPAN SAJA. MARI BELAJAR DARING MANDIRI! AJAK REKAN GURU YANG LAIN YA.. ê SEMOGA DAPAT MEMBANGUN MOTIVASI, KREASI DAN SOLUSI MASA PANDEMI AGAR TETAP BERKARYA DAN BERPRESTASI. Kunjungi Laman https://guelojar.kemdikbud.go.id",,,820,1.62
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,98008,2020-10-27 02:07:14 EDT,Photo,762,8,0,https://www.instagram.com/p/CG1hmtmFc_u/,https://www.instagram.com/p/CG1hmtmFc_u/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/122896065_2674078659472654_864727982974292034_n.jpg?_nc_cat=110&ccb=3&_nc_sid=8ae9d6&_nc_ohc=2Ze744wkdJMAX-FRDm9&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=710bc8c29f10f4927a5e562e0ade96ed&oe=60520750,,"Esensi dari Merdeka Belajar adalah menggali potensi terbesar para guru dan murid untuk berinovasi dan meningkatkan kualitas belajar secara mandiri.

Pada Webinar Guru Belajar, Kepala Sekolah Cikal, Rosmayanti Mutiara membawakan materi berjudul ?Kepemimpinan Berbasis Merdeka Belajar?. Ia di antaranya mengungkap tentang Teori Perubahan Sekolah Murid Merdeka.

?Yang kita hadapi selama ini adalah murid itu bukan murid yang Merdeka Belajar, tapi murid yang menderita belajar. Karena apa? Karena sebelumnya anak-anak kita hanya mendapatkan, kita menyiapkan satu resep untuk semua anak. Satu resep dan fokusnya atau orientasinya hanya kepada hasil dan kepatuhan murid,? kata Rosmayanti berbagi pengalaman.

?Makanya tadi kita bergerak menjadi Sekolah Murid Merdeka, Sekolah Merdeka Belajar. Oleh karenanya kita perlu melibatkan komunitas penggerak pendidikan. Seluruh guru-guru yang ada di sekolah, seluruh orang tua, semua pihak yang ada di dunia pendidikan itu sendiri,? sambungnya.

Ingin mengetahui paparan lengkap dari Rosmayanti dapat disimak di laman https://guruberbagi.kemdikbud.go.id/video/kepemimpinan-berbasis-merdeka-belajar/.

@kemdikbud.ri

#MerdekaBelajar #GuruBerbagi #WebinarGuruBelajar #SekolahPenggerak #BerpihakpadaAnak #BerpusatpadaMurid #DitjenGTK #Guru #TenagaKependidikan #SahabatGutendik","2 SEKOLAH MERDEKA BELAJAR Murid merdeka mengarahkan tujuan, cara, dan penilaian belajarnya yang ditandai dengan orientasi pada penguasaan kompetensi dan pola belajar personalisasi. TEORI PERUBAHAN SEKOLAH MURID MERDEKA @ r SEKOLAH MERDEKA BERKOLABORASI Kepala sekolah, guru, orang dan murid melakukan kolaborasi belajar dengan mengikuti beragam program belajar dari Sekolah Dunia Usaha/Dunia Industri yang sudah Merdeka Berkarya. SEKOLAH MERDEKA BERKARYA Sekolah menghasilkan karya program belajar yang dapat digunakan oleh murid, guru, orang tua, dan kepala sekolah dari sekolah lain. TKEMDI astra Crtesamuniafhdmrdh9hcl HTTP://CTK.KEMDIKBUD.GO.ID .GO.ID HTTP://GTK DITJEN.GTK.KEMDIKBUD DITJENGTKKEMDIKBUD RI KEMDIKBUD DITJEN GTK KEMDIKBUD",,,770,1.38
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,106758,2020-11-23 04:22:50 EST,Photo,610,8,0,https://www.instagram.com/p/CH7Zc8vl1xW/,https://www.instagram.com/p/CH7Zc8vl1xW/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/126925080_1539621372893519_1308859180676321118_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=q7To-lApbacAX9M-oMu&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ef5c2c1b6a83b4787ee567ce0c12e2ea&oe=60560F4C,,"Tema Hari Guru Nasional (HGN) Tahun 2020 yakni ?Bangkitkan Semangat Wujudkan Merdeka Belajar?.

Seluruh ekosistem pendidikan diharapkan bersinergi menciptakan semangat belajar yang merdeka dan penuh cinta guna memberikan hasil yang terbaik untuk dunia pendidikan di Indonesia.

Sinergi itu di antaranya dapat terlihat dalam pembelajaran tatap muka. Pembelajaran tatap muka tetap dilakukan dengan mengikuti protokol kesehatan yang ketat terdiri dari kondisi kelas pada jenjang pendidikan anak usia dini (PAUD), pendidikan dasar dan pendidikan menengah menerapkan jaga jarak minimal 1,5 meter.

Sementara itu, jumlah siswa dalam kelas pada jenjang Sekolah Luar Biasa (SLB) maksimal 5 peserta didik per kelas dari standar awal 5-8 peserta didik per kelas. Pendidikan dasar dan pendidikan menengah maksimal 18 peserta didik dari standar awal 28-36 peserta didik/kelas. Pada jenjang PAUD maksimal 5 peserta didik dari standar awal 15 peserta didik/kelas.

Penerapan jadwal pembelajaran, jumlah hari dan jam belajar dengan sistem pergiliran rombongan belajar ditentukan oleh masing-masing satuan pendidikan sesuai dengan situasi dan kebutuhan. 

Perilaku wajib yang harus diterapkan di satuan pendidikan harus menjadi perhatian, seperti menggunakan masker kain tiga lapis atau masker sekali pakai/masker bedah, cuci tangan pakai sabun dengan air mengalir atau cairan pembersih tangan, menjaga jarak dan tidak melakukan kontak fisik, dan menerapkan etika batuk/bersin.

@kemdikbud.ri

#MerdekaBelajar #BersamaHadapiKorona #BerpihakpadaAnak #BerpusatpadaMurid #DitjenGTK #Guru #TenagaKependidikan #SahabatGuTendik",Hari Guru Nasional 2020 BANGKITKAN SEMANGAT WUJUDKAN MERDEKA BELAJAR DPVSRIGLP HTTP://GTK KEMDIKBUD.GO GTK_KEMDIKBUD I DITJEN.GTK.KEMDIKBUD f DITJENGTK KEMDIKBUD BANGGABUATAN INDONESIA DITJEN GTK KEMDIKBUD,,,618,-1.08
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,N/A,2020-03-11 21:15:06 EDT,Album,278,1,0,https://www.instagram.com/p/B9nWIwEJ6R1/,https://www.instagram.com/p/B9nWIwEJ6R1/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/89389561_139054700949791_2201071794062937062_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=uzWaFNneIwQAX86Q-VJ&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=3f168dcd5186d6f53ea3bf05c8db2ec1&oe=6054E490,,"Direktorat Jenderal Guru dan Tenaga Kependidikan menggelar Diskusi Kelompok Terpumpun Forum Rektor Dengan Mendikbud ""Transformasi Pendidikan Guru untuk Murid Merdeka Belajar"" pada hari Rabu (11/3/2020) Malam.

Forum yang digelar di ballroom Ambhara Hotel Jakarta ini turut dihadiri oleh Plt. Direktur Jenderal GTK Supriano, Direktur GTK Dikmen & Diksus Praptono, Plt. Direktur GTK Dikdas Sri Renani Pantjastuti, Plt. Direktur Pembinaan Guru dan Tenaga Kependidikan Pendidikan Anak Usia Dini Abdoellah, Itje Chodijah selaku tim dari Staf Khusus Mendikbud
Bidang Pembelajaran, 17 Rektor Perguruan Tinggi serta Badan Standar Nasional Pendidikan (BNSP).
.
Dalam forum ini, membahas mengenai draft model kompetensi serta memberikan input terhadap penyusunan model kompetensi yang sedang berjalan guna mencapai apa yang diiinginkan secara bersama untuk menghadirkan model kompetensi yang baik.
.
#DitjenGTK #Guru #TenagaKependidikan #GuruAgenPerubahanIndonesia #GTK #MerdekaBelajar #OrganisasiPenggerak",,,,279,-1.92
