Account,User Name,Page Category,Content,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score (weighted  ?  Likes 1x Comments 1x )
Kemdikbud.RI,kemdikbud.ri,Official Page,Merdeka Belajar,1940565,2020-10-15 06:48:21 EDT,Photo,4325,58,0,https://www.instagram.com/p/CGXIPMaBQeF/,https://www.instagram.com/p/CGXIPMaBQeF/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/121446919_177048044039839_1980913875812831706_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=dMDwqq-91mAAX_g_ZJM&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ec72fbc3fa50f9dd0ddac5bb10a2a260&oe=6054151C,,"#SahabatDikbud, Kemendikbud bekerja sama dengan Kementerian Agama @kemenag_ri , Satuan Tugas Covid-19 dan UNICEF @unicef , kembali menyelenggarakan Apresiasi Berbagi Praktik Baik Pembelajaran di Era Pandemi pada satuan pendidikan. 
.
Untuk informasi selengkapkapnya dapat #SahabatDikbud lihat pada tautan http://ringkas.kemdikbud.go.id/apresiasipraktikbaik , ya! ??
.
#MerdekaBelajar #BersamaHadapiKorona #BelajarDariRumah #BerprestasiDariRumah",unicef untuk setiap anak SERU BELAJAR KEBIASAAN BARU APRESIASI BERBAGI PRAKTIK BAIK PEMBELAJARAN DI ERA PANDEMI WAKTU PELAKSANAAN 14 Oktober 13 November 2020 KATEGORI Kategori pembelajaran muka dalam bentuk video Kategori pembelajaran tatap muka dalam bentuk Kategori belajar dari rumah bentuk video INFORMASI LEBIH LANJUT Kategori belajar dari rumah bentu foto #Merdeka Belajar Rumah #BersamaHadapiKorona #SeruBelajarKebiasaanBaru BANGGABUATAN BUATAN INDONESIA,,,4383,1
CNN Indonesia,cnnindonesia,Portal Berita,Merdeka Belajar,1532218,2020-07-04 06:00:15 EDT,Album,4108,49,0,https://www.instagram.com/p/CCN02wrBL5Y/,https://www.instagram.com/p/CCN02wrBL5Y/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/107214237_749896749147883_2619343576039212070_n.jpg?_nc_cat=108&ccb=3&_nc_sid=8ae9d6&_nc_ohc=MOapEERCs9UAX9VtdLd&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=d54b13cac5bb185f5645d2600dd4d74f&oe=60525187,,"Kemendikbud Luncurkan Merdeka Belajar Episode 5: Guru Penggerak
?Guru Penggerak Sebagai Pendorong Transformasi Pendidikan Indonesia?
 
Guru Penggerak merupakan program yang berfokus pada dampak hasil belajar murid melalui pengembangan kepemimpinan dan pedagogis guru. Kebijakan Merdeka Belajar yang telah dan akan diluncurkan Kemendikbud merupakan sebuah permulaan dan bukti nyata dari semangat kita bersama untuk terus memajukan pendidikan di Indonesia.
 
Guru Penggerak adalah pemimpin pembelajaran yang menerapkan merdeka belajar dan menggerakkan seluruh ekosistem pendidikan untuk mewujudkan pendidikan yang berpusat pada murid. Guru Penggerak menggerakkan komunitas belajar bagi guru di sekolah dan di wilayahnya serta mengembangkan program kepemimpinan murid untuk mewujudkan Profil Pelajar Pancasila. Untuk menjadi Guru Penggerak, Guru harus mengikuti proses seleksi dan pendidikan Guru Penggerak selama 9 bulan. Selama proses pendidikan, calon Guru Penggerak akan didukung oleh Instruktur, Fasilitator, dan Pendamping yang profesional.
 
Informasi terkait Guru Penggerak dapat disimak di laman sekolah.penggerak.kemdikbud.go.id/gurupenggerak. Di antaranya terkait tanya jawab perihal Guru Penggerak yang dapat disimak di sekolahpenggerak-demo.simpkb.id/gurupenggerak/faq.
 
Saksikan video youtube di bawah ini :
https://www.youtube.com/watch?v=X6vP4AkEsLM
 
#kemendikbud
#DitjenGTKkemdikbud
#gurupenggerak
#merdekabelajar
#BelajardariCovid19
#Ad",,,,4157,1.5
Nadiem Anwar Makarim,nadiemmakarim,Official Page,Merdeka Belajar,221419,2021-01-22 01:08:42 EST,IGTV,3509,460,37542,https://www.instagram.com/tv/CKVa-kThcUQ/,https://www.instagram.com/tv/CKVa-kThcUQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/140335960_1047770365726504_5487552484717016334_n.jpg?_nc_cat=101&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Q_zmTJR6xlMAX8sFXus&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4ca6ff010e7fea91bde485b9a598a4d8&oe=6030F13C,"Kuliah Umum ""Merdeka Belajar 2021"" @metrotv","Ada banyak program yang akan dilaksanakan @kemdikbud.ri di tahun 2021 ini. Di antaranya mengakselerasi program digitalisasi sekolah, Kampus Merdeka, Asesmen Nasional, transformasi pembiayaan pendidikan, Sekolah Penggerak, Guru Penggerak, dan pusat keunggulan Vokasi dan SMK. 

Saatnya keluar dari zona nyaman, bergerak menuju perubahan dengan melakukan berbagai inovasi. Saya berharap kita bisa terus bekerja sama demi kemajuan pendidikan Indonesia.",IVUESI MERDEKA BELAJAR 2021,,,3969,-1.76
Kemdikbud.RI,kemdikbud.ri,Official Page,Merdeka Belajar,2139843,2021-01-31 05:01:02 EST,Photo,3335,23,0,https://www.instagram.com/p/CKtIrJYFTI9/,https://www.instagram.com/p/CKtIrJYFTI9/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/143798653_236220904760496_7367781470308962387_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=DnT_r6iS0IEAX_MpYix&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5bb0269bf5640d9d5867314601759e2c&oe=603DBBD5,,"#SahabatDikbud, Kementerian Pendidikan dan Kebudayaan akan meluncurkan Merdeka Belajar Episode 7: Program Sekolah Penggerak, Senin, 1 Februari 2021.

Program ini diluncurkan sebagai upaya untuk melaksanakan visi pendidikan Indonesia, yaitu mewujudkan Indonesia maju yang berdaulat, mandiri, dan berkepribadian melalui terciptanya Pelajar Pancasila.

Program Sekolah Penggerak berfokus pada pengembangan hasil belajar siswa secara holistik yang mencakup kompetensi (literasi dan numerasi) dan karakter, diawali dengan SDM yang unggul (kepala sekolah dan guru). Program Sekolah Penggerak merupakan penyempurnaan program transformasi sekolah sebelumnya. 

Program ini akan mengakselerasi sekolah negeri/swasta di seluruh kondisi sekolah untuk bergerak 1-2 tahap lebih maju. Program dilakukan bertahap dan  terintegrasi dengan ekosistem hingga seluruh sekolah di Indonesia menjadi Sekolah Penggerak.

Saksikan siaran langsung peluncuran Merdeka Belajar Episode 7: Program Sekolah Penggerak, Senin, 1 Februari 2021, pukul 13.30 WIB di kanal YouTube KEMENDIKBUD RI! 

#MerdekaBelajarEpisode7
#SekolahPenggerak
#MerdekaBelajar",kemdikbud.go.id Merdeka Belajar Episode 7 PROGRAM SEKOLAH PENGGERAK SEKOLAH PENGGEF Kemdikbud.RI Kemdikbud_R kemdikbud.ri KEMENDIKBUDR kemdikbudr,,,3358,-1.02
Ditjen Dikti,ditjen.dikti,Official Page,Merdeka Belajar,248482,2020-10-19 08:18:53 EDT,Album,2906,68,0,https://www.instagram.com/p/CGhlx0VlSvt/,https://www.instagram.com/p/CGhlx0VlSvt/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/121787140_2796851070594758_4867927288219222223_n.jpg?_nc_cat=111&ccb=3&_nc_sid=8ae9d6&_nc_ohc=EQAR_HfSPyoAX-5v7VU&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e2cb9d033611620ac090a25f6ef4e90d&oe=60548400,,"Halo, #InsanDikti

Sudahkah mendengar tentang Merdeka Belajar-Kampus Merdeka (MBKM)? 
Adakah yang mengetahui program seperti apa saja yang ditawarkan oleh Kampus Merdeka bagi mahasiswa?

Mari simak 8 bentuk kegiatan pembelajaran dalam Kampus Merdeka melalui informasi di atas!

#DitjenDikti
#Kemendikbud
#PendidikanTinggi
#KampusMerdekaIndonesiaJaya
#DiktiSIGAPMelayani",,,,2974,1.58
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,131528,2021-01-29 04:05:07 EST,Photo,2629,50,0,https://www.instagram.com/p/CKn4r4RFKuV/,https://www.instagram.com/p/CKn4r4RFKuV/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/144497462_416280969589834_6353848778657837899_n.jpg?_nc_cat=107&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Fm88kpck1UgAX8F77dM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=9b9b1ce535ec4c9cb281e9ddc2a5430a&oe=603BE588,,"Pada rapat panitia kerja (panja) peta jalan pendidikan dengan Komisi X DPR RI, @dirjen_gtk Iwan Syahril memberikan paparan terkait Merdeka Belajar: Sistem Pendidikan untuk Membangun Kompetensi Utama.

Dirjen GTK Kemendikbud, Iwan Syahril mengutarakan visi dari Merdeka Belajar yakni guru-guru tak hanya menerima instruksi, tapi lebih berdaya terkait inovasi dan kreativitas.

?Melihat kurikulum sebagai bukan benda mati yang harus kemudian diimplementasikan secara letter lux, tapi harus menjadi pemilik dari kurikulum itu sendiri dan pengembang dari kurikulum itu sendiri,? kata Iwan Syahril terkait arahan Merdeka Belajar bagi guru.

?Bahwa guru sebagai fasilitator, karena pengetahuan sebenarnya ada dimana-mana saat ini, jadi bagaimana mengelola ini adalah hal yang terpenting,? lanjut Iwan.

Mas Dirjen melanjutkan terkait perlunya peningkatan kompetensi guru yang berbasis pada praktik.

?Lalu kemudian bagaimana guru terus meningkatkan kompetensi dan memiliki purpose, memiliki tujuan sebagai profesi,? tutur Dirjen GTK Kemendikbud Iwan Syahril di Jakarta, Rabu (27/1/2021). 

?Untuk menentukan kualitas pengajaran, pelatihan-pelatihan guru harus berbasis sekolah, berbasis pada praktik, jangan jauh dari apa yang terjadi di sekolah,? tambah Iwan.

@kemdikbud.ri

#MerdekaBelajar #DirjenGTK #IwanSyahril #BerpihakpadaAnak #BerpusatpadaMurid  #DitjenGTK #Guru #TenagaKependidikan  #GTK #SahabatGuTendik",301 ? MERDEKA BELAJAR SISTEM PENDIDIKAN UNTUK MEMBANGUN KOMPETENSI UTAMA GURU Situasi Sekarang Guru sebagai pelaksana kurikulum Arahan Di Masa Depan Guru sebagai sumber pengetahuan satu-satunya Guru sebagai pemilik dan pembuat kurikulum Kualifikasi sebagai penentu kualitas Guru sebagai fasilitator dari berbagai sumber pengetahuan Pelatihan guru berdasarkan teori Kompetensi dan tujuan sebagai penentu kualitas pengajaran Kinerja guru dinilai berdasarkan daftar persyaratan/administratif Pelatihan guru berdasarkan praktik GTK_KEMDIKBUD Kinerja guru dinilai secara holistik Ayo- Pakai Maskero HTTP://GT DITJEN.GTK.KEMDIKBUD DITJEN GTK KEMDIKBUD RI DITJEN GTK KEMDIKBUD,,,2679,3.17
Ditjen Dikti,ditjen.dikti,Official Page,Merdeka Belajar,194586,2020-05-20 02:31:55 EDT,IGTV,2221,44,16084,https://www.instagram.com/tv/CAZlKg_l9da/,https://www.instagram.com/tv/CAZlKg_l9da/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/97520195_880026835831102_5545647380162337996_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=u3LKptaau-IAX90pSDl&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=57bc010b1f5da3ef82af0b63a071770f&oe=60553851,Riset dan Inovasi Sivitas Akademika,"#InsanDikti tahukah kamu?

Tak kurang dari 500 produk inovasi telah diciptakan oleh dosen,  peneliti, dan mahasiswa Indonesia untuk mempercepat penanggulangan pandemic Covid-19. Riset dan alat-alat kesehatan seperti ventilator,  robot ners,  rapid test kit serta alat kesehatan lainnya yang selama ini diimport nyatanya mampu dibuat oleh anak bangsa. Inilah wujud nyata merdeka belajar dan gotong-royong bangsa Indonesia dalam menghadapi pandemi Covid-19 ini.

Mari terus berkarya dan berinovasi demi kemajuan bangsa!

#DitjenDikti
#PendidikanTinggi",,,,2265,2.26
Metrotv Indonesia,metrotv,Portal Berita,Merdeka Belajar,1180066,2020-05-04 03:56:49 EDT,Photo,2148,50,0,https://www.instagram.com/p/B_wiO0_n7vG/,https://www.instagram.com/p/B_wiO0_n7vG/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/95493856_278557866644016_4501674286706442491_n.jpg?_nc_cat=107&ccb=3&_nc_sid=8ae9d6&_nc_ohc=ILhKmJcMg_cAX9o6GJJ&_nc_oc=AQlpidXewE6PzJf35Q-fVA0K8vTS8xAa6Qc9YMlVwrOkPH9QIPkbAg46kR1Dq5hrtho&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1f4179027be6cdd0c8ce17397d733015&oe=60546FE1,,"Pandemi COVID-19 telah membuat aktivitas pendidikan di Negara ini berubah total. Proses belajar dilakukan intensif tidak hanya melibatkan Guru dengan Siswa namun juga Guru, Orang Tua dan Siswa dengan menerapkan social distancing yang membuat kegiatan pembelajaran berlangsung di rumah. Apa saja tantangan dan evaluasi dari metode belajar yang dijalankan saat ini?

Simak dalam #SPECIALDIALOGMETROTV ?MERDEKA BELAJAR DI SAAT COVID-19? besama Nadiem Makarim (Menteri Pendidikan dan Kebudayaan Republik Indonesia) Jumat (8/5) pukul 20.05 WIB hanya di Metro TV.

#MetroTV #Mendikbud #NadiemMakarim #Hardiknas #IndonesiaMelawanCovid19",,,,2198,14.75
merdeka.com,merdekadotcom,Portal Berita,Merdeka Belajar,368723,2020-11-24 23:07:45 EST,Photo,2066,75,0,https://www.instagram.com/p/CH_--9fDJFD/,https://www.instagram.com/p/CH_--9fDJFD/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/126973280_494933854772194_5610725155037773919_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=ezxuS2KTxkEAX8oiZaw&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=9807b194aed549fc9b083d0d63e34c34&oe=605435C6,,"Menteri Pendidikan dan Kebudayaan (Mendikbud), Nadiem Makarim mengurai hubungan antara budaya minat baca dengan kecerdasan masyarakat di suatu bangsa. Menurut Nadiem, semakin tinggi minat baca masyarakat di suatu bangsa, maka kecerdasan masyarakatnya pun meningkat.

""Terdapat sebuah hubungan timbal balik yang erat antara tingkat kemajuan dan kecerdasan suatu bangsa dengan minat baca masyarakatnya. Semakin cerdas suatu bangsa, semakin tinggi minat baca masyarakatnya,"" tutur Nadiem dalam acara Pembukaan Pameran Daring Bung Karno dan Buku-Bukunya, Selasa (24/11).

Menurut Nadiem, korelasi seperti ini dapat terjadi lantaran membaca merupakan aktivitas belajar. Di mana subjek, dalam hal ini masyarakat akan dituntun untuk menemukan pengetahuan serta ide-ide baru lewat buku.

""Hubungan ini dimungkinkan karena masyarakat yang membaca pada dasarnya adalah masyarakat yang belajar dan ingin belajar. Dalam masyarakat yang belajar dan ingin belajar, masyarakat yang literated, buku dan bahan bacaan lainnya memiliki kedudukan yang sangat penting,"" ujar dia.

Relasi seperti itu, menurut Nadiem juga senapas dengan konsep Merdeka Belajar yang digagasnya. Nadiem mengatakan prinsip dari Merdeka Belajar ialah memerdekakan pikiran.

""Hal ini sejalan dengan Merdeka Belajar yang dijalankan Kemendikbud. Esensi dari Merdeka Belajar adalah kemerdekaan berpikir, keleluasaan yang terarah kami berikan ke satuan pendidikan untuk mengembangkan kompetensi dasar yang sepatutnya dimiliki bangsa ini,"" jelas Nadiem.

""Kompetensi itu di antaranya literasi dan penguatan karakter,"" sambungnya.

Menurutnya kedua kompetensi itu tidak terpisahkan dari minat membaca. Pihaknya pun kerap kali mendorong minat baca siswa lewat berbagai program.

""Saya sangat yakin bangsa ini adalah bangsa yang cerdas dan anak-anak kita sesungguhnya memiliki minat membaca yang tinggi asal seluruh pemangku kepentingan bergotong royong menghadirkan bacaan yang mudah diakses dan bermakna serta relevan,"" tegasnya.

""Tak jarang nasib suatu bangsa ditentukan dari pemikiran-pemikiran merdeka yang diperoleh dari membaca buku,"" pungkasnya.
-
-
#MDKNews #News #Merdekadotcom #Mendikbud #NadiemMakarim #MerdekaBelajar #mdkty","m Mendikbud: Semakin Cerdas Suatu Bangsa, Semakin Tinggi Minat Baca Rakyatnya",,,2141,1.13
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,125523,2021-01-11 02:43:58 EST,Photo,1511,128,0,https://www.instagram.com/p/CJ5ZFtuFsFs/,https://www.instagram.com/p/CJ5ZFtuFsFs/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/137327305_1393401941019840_6643336960386339303_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=jWyfdGlU11gAX8iegPP&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=2722252e0e9f06796a9899e8b5d25c4d&oe=605547EC,,"Mendikbud @nadiemmakarim mengungkap Prioritas Merdeka Belajar Tahun 2021, di antaranya adalah Sekolah Penggerak & Guru Penggerak. Hal itu diutarakannya pada Taklimat Media Awal Tahun 2021 Kemendikbud.

?Yang terbesar di sini adalah Guru Penggerak. Untuk bisa kita memastikan bahwa masa depan kepala sekolah kita, pengawas kita, dan instruktur-instruktur guru kita itu adalah yang terbaik dengan mutu yang terbaik, dengan motivasi yang paling tulus untuk apa yang terbaik bagi guru dan murid-murid kita,? tutur Nadiem.

?Rekrutmen guru P3K adalah salah satu program terbesar yang akan kita lakukan. Seperti kita sebut kemarin, kita sudah mencukupi kapasitas sampai dengan 1 juta, tapi yang akan diangkat menjadi P3K untuk semua guru honorer itu adalah yang lulus tes,? jelas Mendikbud.

?Bahwa walaupun kapasitasnya 1 juta, kalau yang lulus tes 1 juta, berarti 1 juta yang akan diangkat. Kalau yang lulus tes 100 ribu, berarti 100 ribu yang akan diangkat. Kalau yang lulus tes 200 ribu, 200 ribu yang akan diangkat,? urai @nadiemmakarim. 

?Jadi mohon itu ditekankan agar masyarakat itu mengerti. Tetapi perbedaannya adalah semua bisa mengikuti tes tersebut. Semua guru honorer akan diberikan kesempatan,? ucap Nadiem di Jakarta, Selasa (5/1/2021).

Bagi para guru honorer akan diberikan kesempatan mengikuti ujian sampai 3 kali. Jika peserta ujian gagal pada ujian pertama, meka peserta dapat mengikuti ujian hingga dua kali lagi.

?Kita juga akan menggerakkan Sekolah Penggerak. Dimana perubahan inovasi kurikulum dan transformasi sekolah akan mulai kita lakukan di berbagai macam kabupaten/kota,? kata Mas Menteri. 

?Dan juga organisasi penggerak akan kita mulai tahun ini dengan inovasi-inovasi, inkubator-inkubator dari berbagai macam organisasi masyarakat yang bergerak di dunia pendidikan,? terang Mendikbud Nadiem Makarim. 

@kemdikbud.ri

#MerdekaBelajar #P3K #GuruPenggerak #SekolahPenggerak #OrganisasiPenggerak #Mendikbud #NadiemMakarim #TaklimatMedia #BerpihakpadaAnak #BerpusatpadaMurid  #DitjenGTK #Guru #TenagaKependidikan  #GTK #SahabatGuTendik",A Ayo Pakai Maskero PRIORITAS MERDEKA BELAJAR 2021: SEKOLAH PENGGERAK GURU PENGGERAK PENDIDIKAN GURU PENGGERAK 19.624 Orang SERTIFIKASI GURU DAN TENAGA KEPENDIDIKAN 10.000 Orang REKRUTMEN GURU P3K (termasuk Formasi CPNS tetap ada) 548 Pemda SEKOLAH PENGGERAK & GURU PENGGERAK PENJAMINAN MUTU DAN SEKOLAH PENGGERAK 548 Pemda ORGANISASI PENGGERAK 20 438 Orang Guru HTTP://GTK.KEMDIKBUD.GO.ID GTK_KEMDIKBUD Im DITJEN.GTK.KEMDIKBUD DITJENGTKKEMDIKBUD DITJEN GTK KEMDIKBUD,,,1639,1.97
Ditjen Dikti,ditjen.dikti,Official Page,Merdeka Belajar,208949,2020-07-13 06:00:15 EDT,Album,1516,11,0,https://www.instagram.com/p/CClAAogpgjs/,https://www.instagram.com/p/CClAAogpgjs/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/107259245_115622450018453_8424699946327535808_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=g0Z5VerzWCcAX9ftp42&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=8e25c0ff7620eac8ecbac02409ed9c06&oe=60529659,,"SUKSESKAN MERDEKA BELAJAR!

Hallo #InsanDikti!

Berdasarkan Pasal 3 UU 20 dan UU 12 tahun 2012 mengenai Tujuan Pendidikan Tinggi, Kemendikbud memberikan kebijakan untuk Merdeka Belajar bagi mahasiswa di Perguruan Tinggi se Indonesia. 

Meski demikian, Merdeka Belajar tidak akan berhasil jika semua agen perubahan tidak berpartisipasi.

Sehingga Insan Dikti sebagai mahasiswa, dosen, institusi pendidikan, pelaku usaha, serta agen perubahan lainnya yuk sama-sama mendukung berjalannya Merdeka Belajar ini agar kualitas lulusan Perguruan Tinggi Indonesia semakin baik!

Nah kira-kira bagaimana tanggapan Insan Dikti sebagai agen perubahan dengan adanya kebijakan Merdeka Belajar? Yuk tulis pada kolom komentar dibawah!

#DitjenDikti 
#Kemendikbud 
#PendidikanTinggi
#KampusMerdekaIndonesiaJaya
#DiktiSIGAPMelayani",,,,1527,-1.2
Metrotv Indonesia,metrotv,Portal Berita,Merdeka Belajar,1181486,2020-05-07 05:39:13 EDT,Photo,1370,82,0,https://www.instagram.com/p/B_4cV95lMC3/,https://www.instagram.com/p/B_4cV95lMC3/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/96086942_263025758390349_1251255786857275622_n.jpg?_nc_cat=109&ccb=3&_nc_sid=8ae9d6&_nc_ohc=nx2-k8EBULsAX8o-xJs&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=a1359eea3124b492028fbb4f450df13d&oe=6051C4CC,,"Seperti apa konsep Merdeka Belajar? Apa alasan Menteri Pendidikan dan Kebudayaan Nadiem Makarim menghapuskan UN? Dan apa saja evaluasi selama belajar dari rumah diberlakukan? Saksikan Special Dialog  Wajah Baru Pendidikan Indonesia, Merdeka Belajar di Saat Covid-19 di Metro TV, Jumat 8 Mei 2020. 
Jika Anda memiliki pertanyaan khusus untuk Menteri Nadiem, tuliskan di kolom komentar dan pertanyaan terbaik akan dijawab langsung oleh Menteri Nadiem Makarim sertakan tagar #TanyaMenteriNadiemMetroTV.

#MetroTV #Mendikbud #NadiemMakarim #Hardiknas #IndonesiaMelawanCovid19 #mediagroupnews #TanyaMenteriNadiemMetroTV",,,,1452,9.74
Ditjen GTK Kemdikbud RI,ditjen.gtk.kemdikbud,Official Page,Merdeka Belajar,90554,2020-09-25 09:40:40 EDT,Photo,1118,56,0,https://www.instagram.com/p/CFj8DzrFwZJ/,https://www.instagram.com/p/CFj8DzrFwZJ/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/120094641_2538158046480563_5271330818708602803_n.jpg?_nc_cat=100&ccb=3&_nc_sid=8ae9d6&_nc_ohc=AVopdUO4gVoAX-Ei1-H&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=afcc9e70ebb2f4f71a10722e1cbe566a&oe=6052668C,,"Peluncuran Program Guru Belajar Seri Masa Pandemiÿ Covid-19.

Kementerian Pendidikan dan Kebudayaan melalui Direktorat Jenderal Guru dan Tenaga Kependidikan akan meluncurkan Program Guru Belajar Seri Masa Pandemi COVID-19.

Program Guru Belajar Seri Masa Pandemi COVID-19 merupakan Program pembelajaran yang dirancang untuk membantu sebanyak mungkin guru dan tenaga kependidikan dalam melakukan pembelajaran jarak jauh sesuai dengan kondisi khusus seperti masa pandemic COVID-19 dengan tetap memberikan pembekalan dasar yang bermakna bagi siswa untuk melakukan merdeka belajar.

Peluncuran ini juga akan disiarkan secara virtual melalui zoom webinar ID : 846 1525 5788 / Password : 123456, dan disiarkan langsung melalui youtube Ditjen GTK Kemdikbud RI, Selasa 29 September 2020, Pukul 08.00 WIB s,d selesai.

Kunjungi lamanÿhttps://gurubelajar.kemdikbud.go.id

#MerdekaBelajar #cerdasberkarakter #BantuanKuotaInternet #BersamaHadapiKorona #BangkitUntukIndonesiaMaju #PendidikanuntukSemua #DitjenGTK #Guru #TenagaKependidikan #SahabatGutendik","GURU BELAJAR Seri Masa andemi Covid-19 DIREKTORAT JENDERAL GURU DAN TENAGA KEPENDIDIKAN PELUNCURAN PROGRAM GURU BELAJAR SERI MASA PANDEMI COVID-19 Lidia Fransiska Kab. Pesisir Selatan Lusiana Matondang Kota KotaBinjai Hadrawi Arni Idawati Kabupaten antaeng Keynote Dr. Iwan Syahril, Ph.D. Dirjen Guru dan enaga Kependidikan SELASA, 29 SEPTEMBER 2020 08.00 WIB LIVE STREAMING YOUTUBE/Ditjen GTK KemdikbudRI ZOOM WEBINAR ID: 846 1525 5788 PASS: 123456 zoom Kunjungi iamanttps:/ubeojor.kemdikbud.gol",,,1174,2.4
Pusdatin Kemendikbud,pustekkom_kemdikbud,Official Page,Merdeka Belajar,126493,2020-09-13 05:39:00 EDT,Album,1013,31,0,https://www.instagram.com/p/CFEm3VEnunm/,https://www.instagram.com/p/CFEm3VEnunm/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/119144485_355671905802755_1878874214621155914_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=L1kqsIUcfE0AX-m_QQ2&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=64547190d1d33c1fd67f70cc25fce0dd&oe=60550F20,,"Rumah Belajar @belajar.kemdikbud berbagi untuk negeri..

Berbagi Inovasi Pembelajaran Berbasis TIK Mewujudkan Merdeka Belajar

Senin s.d Jumat, 14 s.d 18 September 2020

yuk langsung daftar di
https://belajar.kemdikbud.go.id/kuliahumum/ atau tautan cek bio

Kegiatan ini akan dilaksanakan untuk membekali guru-guru calon Duta Rumah Belajar dan masyarakat secara luas terkait wawasan yang berkaitan dengan kemampuan mereka untuk berbagi skill yang mereka miliki melalui tulisan, video, sosial media, video conference, serta membentuk guru-guru untuk memiliki kemampuan berbicara di depan publik.

Narasumber	: 
1.	Nadiem Anwar Makarim, MBA. Menteri Pendidikan dan Kebudayaan Republik Indonesia
2.	Prof. Ainun Na?im, Ph.D. Sekretaris Jendral Kemendikbud
3.	Dr. Iwan Syahril, Ph.D. Direktur Jenderal Guru dan Tenaga Kependidikan Kemendikbud
4. M. Hasan Chabibie, ST., M.Si . Plt. Pusat Data dan Informasi Kemendikbud

Narasumber Pakar:
1.	Materi Public Speaking: Charles Bonar Sirait, S.E., M.M. @charlesbonarsirait
2.	Materi Penulisan: Asma Nadia @asmanadia
3.	Materi Sosial Media: Wicaksono @ndorokakung
4.	Materi Video Conference: Prof. Dr. Ir. R. Eko Indrajit, M.Sc., MBA., Mphil., MA
5.	Materi Motivasi Guru: Butet Manurung @butet_manurung
6.	Master of Ceremony: Dhoni Kusmanhadji (Anchor TVRI) @dhoniku

Moderator
1.	Restyn Yusuf (Guru Duta Rumah Belajar Papua Barat) @reztynyusuf
2.	Tukijo (Guru Duta Rumah Belajar Jawa Tengah) @tukijo17
3.	Dona Yulia Sari (Guru Duta Rumah Belajar Jambi) @yuliasaridona
4.	Deni Rohendi (Guru Duta Rumah Belajar Jawa Barat) @deni_physics_rohendi
5.	Muhammad Ariefin (Guru Duta Rumah Belajar Jawa Barat) @muhariefin
.
Swipe ?????? untuk melihat jadwal ??
.
#pusdatinkemdikbud #kemdikbud_ri #MerdekaBelajar #GuruBerbagi #pembatik #gurupenggerak #pembatiklevel1 #pembatiklevel2 #pembatiklevel3 #pembatiklevel4 #dutarumahbelajar #belajardarirumah  #rumahbelajar",,,,1044,2.84
